,Title,Production_Budget,Domestic_Gross,Worldwide_Gross,Profit,Original_Language,Popularity,TMDB_Rating,Vote_Count,Quarter_Num,Year,IMDB_Rating,Runtime,Genre
3,Avengers: Infinity War,300000000.0,678815482.0,2048134200.0,1748134200.0,en,80.773,8.3,13948,2,2018,8.5,149.0,Acti
26,Jurassic World,215000000.0,652270625.0,1648854864.0,1433854864.0,en,20.709,6.6,14056,2,2015,7.0,124.0,Acti
59,Furious 7,190000000.0,353007020.0,1518722794.0,1328722794.0,en,20.396,7.3,6538,2,2015,7.2,137.0,Acti
20,The Avengers,225000000.0,623279547.0,1517935897.0,1292935897.0,en,50.288999999999994,7.6,19673,2,2012,8.1,143.0,Acti
38,Black Panther,200000000.0,700059566.0,1348258224.0,1148258224.0,en,44.14,7.4,12365,1,2018,7.3,134.0,Acti
37,Black Panther,200000000.0,700059566.0,1348258224.0,1148258224.0,en,2.0580000000000003,5.1,11,1,2011,7.3,134.0,Acti
96,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799.0,1135772799.0,en,34.958,6.5,5995,2,2018,6.2,128.0,Acti
142,Frozen,150000000.0,400738009.0,1272469910.0,1122469910.0,en,9.677999999999999,5.8,987,1,2010,7.5,102.0,Adve
143,Frozen,150000000.0,400738009.0,1272469910.0,1122469910.0,en,9.677999999999999,5.8,987,1,2010,6.2,93.0,Adve
144,Frozen,150000000.0,400738009.0,1272469910.0,1122469910.0,en,26.183000000000003,7.3,9767,4,2013,7.5,102.0,Adve
145,Frozen,150000000.0,400738009.0,1272469910.0,1122469910.0,en,26.183000000000003,7.3,9767,4,2013,6.2,93.0,Adve
114,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,1099199706.0,en,26.701,7.7,5730,1,2012,7.2,129.0,Fami
115,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,1099199706.0,en,26.701,7.7,5730,1,2012,6.4,112.0,Dram
119,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,1099199706.0,en,31.793000000000003,6.9,11023,1,2017,6.4,112.0,Dram
118,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,1099199706.0,en,31.793000000000003,6.9,11023,1,2017,7.2,129.0,Fami
117,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,1099199706.0,fr,7.3629999999999995,5.9,1272,2,2014,6.4,112.0,Dram
116,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,1099199706.0,fr,7.3629999999999995,5.9,1272,2,2014,7.2,129.0,Fami
402,Minions,74000000.0,336045770.0,1160336173.0,1086336173.0,en,9.338,6.4,7343,3,2015,6.4,91.0,Adve
2,Avengers: Age of Ultron,330600000.0,459005868.0,1403013963.0,1072413963.0,en,44.383,7.3,13457,2,2015,7.3,141.0,Acti
39,Incredibles 2,200000000.0,608581744.0,1242520711.0,1042520711.0,en,36.286,7.6,6354,2,2018,7.7,118.0,Acti
44,Iron Man 3,200000000.0,408992272.0,1215392272.0,1015392272.0,en,32.093,6.9,14155,2,2013,7.2,130.0,Acti
126,Aquaman,160000000.0,335061807.0,1146894640.0,986894640.0,en,38.102,6.8,6155,4,2018,7.1,143.0,Acti
18,The Fate of the Furious,250000000.0,225764765.0,1234846267.0,984846267.0,en,28.668000000000003,6.9,6335,2,2017,6.7,136.0,Acti
385,Despicable Me 3,75000000.0,264624300.0,1034727750.0,959727750.0,en,16.407,6.3,4106,2,2017,6.3,89.0,Adve
55,Transformers: Dark of the Moon,195000000.0,352390543.0,1123790543.0,928790543.0,en,5.3389999999999995,6.1,4961,2,2011,6.2,154.0,Acti
47,Skyfall,200000000.0,304360277.0,1110526981.0,910526981.0,en,19.27,7.1,10441,4,2012,7.8,143.0,Acti
381,Despicable Me 2,76000000.0,368065385.0,975216835.0,899216835.0,en,19.014,6.9,7319,3,2013,7.4,98.0,Adve
28,Transformers: Age of Extinction,210000000.0,245439076.0,1104039076.0,894039076.0,en,20.961,5.8,4805,2,2014,5.7,165.0,Acti
13,Captain America: Civil War,250000000.0,408084349.0,1140069413.0,890069413.0,en,39.137,7.4,14000,2,2016,7.8,147.0,Acti
316,Jumanji: Welcome to the Jungle,90000000.0,404508916.0,964496193.0,874496193.0,en,20.395,6.7,7213,4,2017,7.0,119.0,Acti
315,Jumanji: Welcome to the Jungle,90000000.0,404508916.0,964496193.0,874496193.0,en,20.395,6.7,7213,4,2017,7.0,119.0,Acti
146,Zootopia,150000000.0,341268248.0,1019429616.0,869429616.0,en,27.549,7.7,9977,1,2016,8.0,108.0,Adve
43,Toy Story 3,200000000.0,415004880.0,1068879522.0,868879522.0,en,24.445,7.7,8340,2,2010,8.3,103.0,Adve
40,Rogue One: A Star Wars Story,200000000.0,532177324.0,1049102856.0,849102856.0,en,21.401,7.5,9296,4,2016,7.8,133.0,Acti
41,Rogue One: A Star Wars Story,200000000.0,532177324.0,1049102856.0,849102856.0,en,21.401,7.5,9296,4,2016,7.8,133.0,Acti
505,Bohemian Rhapsody,55000000.0,216303339.0,894985342.0,839985342.0,en,37.196999999999996,8.1,7629,4,2018,8.0,134.0,Biog
45,Alice in Wonderland,200000000.0,334191110.0,1025491110.0,825491110.0,en,22.02,6.6,8713,1,2010,6.5,108.0,Adve
42,Finding Dory,200000000.0,486295561.0,1021215193.0,821215193.0,en,15.392999999999999,7.0,7845,2,2016,7.3,97.0,Adve
382,The Secret Life of Pets,75000000.0,368384330.0,886750534.0,811750534.0,en,9.908999999999999,6.1,5374,3,2016,6.5,87.0,Adve
8,The Dark Knight Rises,275000000.0,448139099.0,1084439099.0,809439099.0,en,26.22,7.7,13933,3,2012,8.4,164.0,Acti
85,The Jungle Book,175000000.0,364001123.0,962854547.0,787854547.0,en,20.129,6.8,5257,2,2016,7.4,106.0,Adve
301,Ice Age: Continental Drift,95000000.0,161321843.0,879765137.0,784765137.0,en,17.537,6.3,4598,3,2012,6.6,88.0,Adve
15,The Hobbit: An Unexpected Journey,250000000.0,303003568.0,1017003568.0,767003568.0,en,26.939,7.2,12076,4,2012,7.9,169.0,Adve
494,Deadpool,58000000.0,363070709.0,801025593.0,743025593.0,en,35.067,7.6,20175,1,2016,8.0,108.0,Acti
240,Venom,116000000.0,213511408.0,853628605.0,737628605.0,en,2.758,4.3,6,3,2011,6.7,112.0,Acti
241,Venom,116000000.0,213511408.0,853628605.0,737628605.0,en,44.007,6.6,6206,4,2018,6.7,112.0,Acti
188,The Hunger Games: Catching Fire,130000000.0,424668047.0,864868047.0,734868047.0,en,20.187,7.4,11170,4,2013,7.5,146.0,Acti
16,The Hobbit: The Desolation of Smaug,250000000.0,258366855.0,960366855.0,710366855.0,en,21.275,7.6,7739,4,2013,7.8,161.0,Adve
89,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0,705166350.0,en,46.775,7.4,11585,3,2017,7.5,133.0,Acti
17,The Hobbit: The Battle of the Five Armies,250000000.0,255119788.0,945577621.0,695577621.0,en,53.783,7.3,8392,4,2014,7.4,144.0,Adve
87,Inside Out,175000000.0,356461711.0,854235992.0,679235992.0,en,4.758,4.4,18,3,2011,8.2,95.0,Adve
88,Inside Out,175000000.0,356461711.0,854235992.0,679235992.0,en,24.796999999999997,8.0,12691,2,2015,8.2,95.0,Adve
249,Deadpool 2,110000000.0,324591735.0,786680557.0,676680557.0,en,38.894,7.5,8773,2,2018,7.8,119.0,Acti
127,Inception,160000000.0,292576195.0,835524642.0,675524642.0,en,27.92,8.3,22186,3,2010,8.8,148.0,Acti
140,Wonder Woman,150000000.0,412563408.0,821133378.0,671133378.0,en,2.841,5.9,34,3,2013,7.5,141.0,Acti
141,Wonder Woman,150000000.0,412563408.0,821133378.0,671133378.0,en,31.618000000000002,7.3,12566,2,2017,7.5,141.0,Acti
74,Thor: Ragnarok,180000000.0,315058289.0,846980024.0,666980024.0,en,43.45,7.5,11380,4,2017,7.9,130.0,Acti
73,Thor: Ragnarok,180000000.0,315058289.0,846980024.0,666980024.0,en,43.45,7.5,11380,4,2017,7.9,130.0,Acti
726,It,35000000.0,327481748.0,697457969.0,662457969.0,en,13.966,7.2,10931,3,2017,7.4,135.0,Horr
727,It,35000000.0,327481748.0,697457969.0,662457969.0,en,13.966,7.2,10931,3,2017,7.4,135.0,Horr
213,The Hunger Games: Mockingjay - Part 1,125000000.0,337135885.0,766575131.0,641575131.0,en,33.836999999999996,6.8,10087,4,2014,6.6,123.0,Acti
423,The Twilight Saga: Eclipse,68000000.0,300531751.0,706102828.0,638102828.0,en,20.34,6.0,4909,2,2010,5.0,124.0,Adve
1,Pirates of the Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0,635063875.0,en,30.579,6.4,8571,2,2011,6.6,136.0,Acti
92,Coco,175000000.0,209726015.0,798008101.0,623008101.0,en,25.961,8.2,8669,4,2017,8.4,105.0,Adve
91,Coco,175000000.0,209726015.0,798008101.0,623008101.0,en,25.961,8.2,8669,4,2017,8.4,105.0,Adve
76,Fantastic Beasts and Where to Find Them,180000000.0,234037575.0,802402853.0,622402853.0,en,28.563000000000002,7.4,12152,4,2016,7.3,132.0,Adve
77,Fantastic Beasts and Where to Find Them,180000000.0,234037575.0,802402853.0,622402853.0,en,28.563000000000002,7.4,12152,4,2016,7.3,132.0,Adve
14,Batman v Superman: Dawn of Justice,250000000.0,330360194.0,867500281.0,617500281.0,en,28.088,5.8,11991,1,2016,6.5,151.0,Acti
164,Madagascar 3: Europe's Most Wanted,145000000.0,216391482.0,746921271.0,601921271.0,en,18.705,6.5,3380,2,2012,6.8,93.0,Adve
97,Guardians of the Galaxy,170000000.0,333172112.0,770867516.0,600867516.0,en,49.606,7.9,17958,3,2014,8.1,121.0,Acti
354,The Hunger Games,80000000.0,408010692.0,677923379.0,597923379.0,en,14.212,7.1,14587,1,2012,7.2,142.0,Acti
105,Shrek Forever After,165000000.0,238736787.0,756244673.0,591244673.0,en,15.040999999999999,6.1,3843,2,2010,6.3,93.0,Adve
121,Beauty and the Beast,20000000.0,376057266.0,608431132.0,588431132.0,en,26.701,7.7,5730,1,2012,6.4,112.0,Dram
125,Beauty and the Beast,20000000.0,376057266.0,608431132.0,588431132.0,en,31.793000000000003,6.9,11023,1,2017,6.4,112.0,Dram
122,Beauty and the Beast,20000000.0,376057266.0,608431132.0,588431132.0,fr,7.3629999999999995,5.9,1272,2,2014,7.2,129.0,Fami
124,Beauty and the Beast,20000000.0,376057266.0,608431132.0,588431132.0,en,31.793000000000003,6.9,11023,1,2017,7.2,129.0,Fami
123,Beauty and the Beast,20000000.0,376057266.0,608431132.0,588431132.0,fr,7.3629999999999995,5.9,1272,2,2014,6.4,112.0,Dram
120,Beauty and the Beast,20000000.0,376057266.0,608431132.0,588431132.0,en,26.701,7.7,5730,1,2012,7.2,129.0,Fami
250,Gravity,110000000.0,274092705.0,693698673.0,583698673.0,en,27.836,7.2,9586,4,2013,7.7,91.0,Dram
7,Spectre,300000000.0,200074175.0,879620923.0,579620923.0,en,30.318,6.4,6719,4,2015,6.8,148.0,Acti
6,Spectre,300000000.0,200074175.0,879620923.0,579620923.0,en,30.318,6.4,6719,4,2015,6.8,148.0,Acti
75,Maleficent,180000000.0,241407328.0,758536735.0,578536735.0,en,19.274,7.0,8143,2,2014,7.0,97.0,Acti
90,Suicide Squad,175000000.0,325100054.0,746059887.0,571059887.0,en,16.53,5.9,13533,3,2016,6.0,123.0,Acti
384,Sing,75000000.0,270329045.0,634454789.0,559454789.0,en,17.572,6.9,4303,4,2016,7.1,108.0,Anim
383,Sing,75000000.0,270329045.0,634454789.0,559454789.0,en,17.572,6.9,4303,4,2016,7.1,108.0,Anim
19,Pirates of the Caribbean: Dead Men Tell No Tales,230000000.0,172558876.0,788241137.0,558241137.0,en,28.101,6.6,6931,2,2017,6.6,129.0,Acti
50,X-Men: Days of Future Past,200000000.0,233921534.0,747862775.0,547862775.0,en,41.867,7.5,10062,2,2014,8.0,132.0,Acti
263,The Martian,108000000.0,228433663.0,655271443.0,547271443.0,en,22.855999999999998,7.7,12172,4,2015,8.0,144.0,Adve
262,The Martian,108000000.0,228433663.0,655271443.0,547271443.0,en,22.855999999999998,7.7,12172,4,2015,8.0,144.0,Adve
99,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,544401889.0,en,18.073,7.7,11034,2,2014,7.8,136.0,Acti
48,Monsters University,200000000.0,268488329.0,743588329.0,543588329.0,en,20.33,7.0,6362,2,2013,7.3,104.0,Adve
100,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0,540644566.0,en,27.641,7.3,7080,3,2014,7.6,130.0,Acti
23,The Amazing Spider-Man,220000000.0,262030663.0,757890267.0,537890267.0,en,24.391,6.5,10411,3,2012,7.0,136.0,Acti
637,Fifty Shades of Grey,40000000.0,166167230.0,570998101.0,530998101.0,en,21.229,5.4,6451,1,2015,4.1,125.0,Dram
153,Kung Fu Panda 2,150000000.0,165249063.0,664837547.0,514837547.0,en,17.363,6.7,3628,2,2011,7.2,90.0,Acti
107,Doctor Strange,165000000.0,232641920.0,676404566.0,511404566.0,en,33.035,7.3,12582,4,2016,7.5,115.0,Acti
106,Doctor Strange,165000000.0,232641920.0,676404566.0,511404566.0,en,33.035,7.3,12582,4,2016,7.5,115.0,Acti
51,The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0,508996336.0,en,20.846999999999998,6.4,7220,2,2014,6.6,142.0,Acti
355,The Hangover Part II,80000000.0,254464305.0,586464305.0,506464305.0,en,32.266,6.4,6231,2,2011,6.5,102.0,Come
534,Ted,50000000.0,218665740.0,556016627.0,506016627.0,en,14.475,6.3,7727,2,2012,6.9,106.0,Come
214,Fast Five,125000000.0,210031325.0,630163454.0,505163454.0,en,2.097,7.2,4294,2,2011,7.3,130.0,Acti
112,Interstellar,165000000.0,188017894.0,666379375.0,501379375.0,en,28.44,8.2,18597,4,2014,8.6,169.0,Adve
230,Life of Pi,120000000.0,124987022.0,620912003.0,500912003.0,en,15.0,7.3,8723,4,2012,7.9,127.0,Adve
150,Thor: The Dark World,150000000.0,206362140.0,644602516.0,494602516.0,en,31.014,6.7,10171,4,2013,6.9,112.0,Acti
190,Ant-Man and the Wasp,130000000.0,216648740.0,623144660.0,493144660.0,en,44.729,7.0,6290,3,2018,7.1,118.0,Acti
496,American Sniper,58000000.0,350126372.0,547326372.0,489326372.0,en,18.473,7.4,7658,4,2014,7.3,133.0,Acti
495,American Sniper,58000000.0,350126372.0,547326372.0,489326372.0,en,18.473,7.4,7658,4,2014,7.3,133.0,Acti
128,The Hunger Games: Mockingjay - Part 2,160000000.0,281723902.0,648986787.0,488986787.0,en,19.487000000000002,6.8,7609,4,2015,6.6,137.0,Acti
129,The Hunger Games: Mockingjay - Part 2,160000000.0,281723902.0,648986787.0,488986787.0,en,19.487000000000002,6.8,7609,4,2015,6.6,137.0,Acti
211,Logan,127000000.0,226277068.0,615461394.0,488461394.0,en,45.0,7.8,12330,1,2017,8.1,137.0,Acti
148,Moana,150000000.0,248757044.0,637517365.0,487517365.0,en,4.419,7.5,6907,4,2016,7.6,107.0,Adve
147,Moana,150000000.0,248757044.0,637517365.0,487517365.0,en,1.96,6.5,16,4,2015,7.6,107.0,Adve
149,Moana,150000000.0,248757044.0,637517365.0,487517365.0,en,4.419,7.5,6907,4,2016,7.6,107.0,Adve
109,Big Hero 6,165000000.0,222527828.0,652127828.0,487127828.0,en,36.92,7.8,10176,4,2014,7.8,102.0,Acti
108,Big Hero 6,165000000.0,222527828.0,652127828.0,487127828.0,en,36.92,7.8,10176,4,2014,7.8,102.0,Acti
420,Despicable Me,69000000.0,251513985.0,543464573.0,474464573.0,en,23.673000000000002,7.2,10057,3,2010,7.7,95.0,Anim
165,How to Train Your Dragon 2,145000000.0,177002924.0,614586270.0,469586270.0,en,27.105999999999998,7.7,5589,2,2014,7.8,102.0,Acti
435,Hotel Transylvania 3: Summer Vacation,65000000.0,167500092.0,527079962.0,462079962.0,en,26.815,6.8,1673,2,2018,6.3,97.0,Adve
252,The Smurfs,110000000.0,142614158.0,563749323.0,453749323.0,en,16.533,5.6,2112,3,2011,5.5,103.0,Adve
53,Fantastic Beasts: The Crimes of Grindelwald,200000000.0,159555901.0,652220086.0,452220086.0,en,48.508,6.9,4870,4,2018,6.6,134.0,Adve
98,Iron Man 2,170000000.0,312433331.0,621156389.0,451156389.0,en,28.515,6.8,12368,2,2010,7.0,124.0,Acti
22,Man of Steel,225000000.0,291045518.0,667999518.0,442999518.0,en,27.666999999999998,6.5,9758,2,2013,7.1,143.0,Acti
298,Cinderella,95000000.0,201151353.0,534551353.0,439551353.0,en,29.055999999999997,6.7,4517,1,2015,6.9,105.0,Dram
297,Cinderella,95000000.0,201151353.0,534551353.0,439551353.0,ru,0.955,4.6,8,2,2012,6.9,105.0,Dram
27,Men in Black 3,215000000.0,179020854.0,654213485.0,439213485.0,en,26.176,6.4,6398,2,2012,6.8,106.0,Acti
178,The Croods,135000000.0,187168425.0,573068425.0,438068425.0,en,16.29,6.8,3873,1,2013,7.2,98.0,Acti
155,Ready Player One,150000000.0,137690172.0,579290136.0,429290136.0,en,30.029,7.6,7021,1,2018,7.5,140.0,Acti
202,Puss in Boots,130000000.0,149260504.0,554987477.0,424987477.0,en,9.078,6.3,1422,4,2011,6.6,90.0,Acti
640,Lucy,40000000.0,126573960.0,457507776.0,417507776.0,en,16.73,6.3,10019,3,2014,6.4,89.0,Acti
217,Sherlock Holmes: A Game of Shadows,125000000.0,186848418.0,535663443.0,410663443.0,en,18.301,7.1,6380,4,2011,7.5,129.0,Acti
1058,La La Land,20000000.0,151101803.0,426351163.0,406351163.0,en,16.275,7.9,10028,4,2016,8.0,128.0,Come
1057,La La Land,20000000.0,151101803.0,426351163.0,406351163.0,en,16.275,7.9,10028,4,2016,8.0,128.0,Come
180,The Revenant,135000000.0,183637894.0,532938302.0,397938302.0,en,19.41,7.4,11064,4,2015,8.0,156.0,Acti
179,The Revenant,135000000.0,183637894.0,532938302.0,397938302.0,en,19.41,7.4,11064,4,2015,8.0,156.0,Acti
461,The Lego Movie,60000000.0,257784718.0,457729388.0,397729388.0,en,19.375,7.4,4839,1,2014,7.8,100.0,Acti
320,Rio,90000000.0,143619809.0,487519809.0,397519809.0,en,14.695,6.6,3730,2,2011,6.9,96.0,Adve
357,Hotel Transylvania 2,80000000.0,169700110.0,469500298.0,389500298.0,en,16.553,6.7,3184,3,2015,6.7,89.0,Anim
191,Ant-Man,130000000.0,180202163.0,518858449.0,388858449.0,en,32.715,7.1,11949,3,2015,7.3,117.0,Acti
25,Transformers: The Last Knight,217000000.0,130168683.0,602893340.0,385893340.0,en,24.258000000000003,6.0,3255,2,2017,5.2,154.0,Acti
218,The Boss Baby,125000000.0,175003033.0,510878762.0,385878762.0,en,7.445,6.4,4314,1,2017,6.3,97.0,Adve
312,Rise of the Planet of the Apes,93000000.0,176760185.0,470986200.0,377986200.0,en,22.995,7.2,7259,3,2011,7.6,105.0,Acti
173,Kung Fu Panda 3,140000000.0,143528619.0,517599142.0,377599142.0,en,16.248,6.7,2944,1,2016,7.1,95.0,Acti
69,Kong: Skull Island,185000000.0,168052812.0,561072059.0,376072059.0,en,29.388,6.3,6054,1,2017,6.6,118.0,Acti
68,Brave,185000000.0,237282182.0,554606532.0,369606532.0,en,18.908,6.9,8116,2,2012,7.1,93.0,Adve
130,Godzilla,160000000.0,200676069.0,529076069.0,369076069.0,en,24.982,6.1,5053,2,2014,6.4,123.0,Acti
219,Clash of the Titans,125000000.0,163214888.0,493214888.0,368214888.0,en,15.574000000000002,5.7,3714,2,2010,5.8,106.0,Acti
82,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0,364537546.0,en,39.293,6.5,8348,2,2016,7.0,144.0,Acti
269,Bumblebee,102000000.0,127195589.0,465195589.0,363195589.0,en,43.078,6.5,2425,4,2018,6.9,114.0,Acti
204,Rio 2,130000000.0,131538435.0,492846291.0,362846291.0,en,18.11,6.3,1803,2,2014,6.3,101.0,Adve
52,Cars 2,200000000.0,191450875.0,560155383.0,360155383.0,en,23.498,5.9,4058,2,2011,6.2,106.0,Adve
215,Teenage Mutant Ninja Turtles,125000000.0,191204754.0,485004754.0,360004754.0,en,25.619,5.8,4259,3,2014,5.8,101.0,Acti
4,Justice League,300000000.0,229024295.0,655945209.0,355945209.0,en,34.953,6.2,7510,4,2017,6.5,120.0,Acti
5,Justice League,300000000.0,229024295.0,655945209.0,355945209.0,en,34.953,6.2,7510,4,2017,6.5,120.0,Acti
83,The Meg,178000000.0,145443742.0,529530715.0,351530715.0,en,31.397,5.9,2896,3,2018,5.7,113.0,Acti
273,Django Unchained,100000000.0,162805434.0,449948323.0,349948323.0,en,21.26,8.0,15725,4,2012,8.4,165.0,Dram
151,Dunkirk,150000000.0,190068280.0,499837368.0,349837368.0,en,24.358,7.4,9156,3,2017,7.9,106.0,Acti
251,San Andreas,110000000.0,155190832.0,456258539.0,346258539.0,en,27.414,6.1,5125,2,2015,6.1,114.0,Acti
61,World War Z,190000000.0,202359711.0,531514650.0,341514650.0,en,14.582,6.7,9132,2,2013,7.0,116.0,Acti
139,War for the Planet of the Apes,152000000.0,146880162.0,489592267.0,337592267.0,en,23.445,7.0,5235,3,2017,7.5,140.0,Acti
57,The Mummy,80000000.0,155385488.0,416385488.0,336385488.0,en,18.53,5.5,4391,2,2017,5.5,110.0,Acti
597,Taken 2,45000000.0,139854287.0,377807404.0,332807404.0,en,16.078,6.2,4035,4,2012,6.3,92.0,Acti
111,Wreck-It Ralph,165000000.0,189412677.0,496511521.0,331511521.0,en,22.967,7.3,7780,4,2012,7.7,101.0,Adve
110,How to Train Your Dragon,165000000.0,217581232.0,494870992.0,329870992.0,en,28.734,7.7,7610,1,2010,8.1,98.0,Acti
12,Tangled,260000000.0,200821936.0,586477240.0,326477240.0,en,21.511,7.5,6407,4,2010,7.8,100.0,Adve
506,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,326398492.0,en,12.083,6.1,4489,1,2017,4.6,118.0,Dram
1300,Black Swan,13000000.0,106954678.0,331266710.0,318266710.0,en,13.745,7.6,8374,4,2010,8.0,108.0,Dram
1192,A Quiet Place,17000000.0,188024361.0,334522294.0,317522294.0,en,29.154,7.3,5848,2,2018,7.6,90.0,Dram
511,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,316350619.0,en,22.511999999999997,6.1,3535,1,2018,4.5,105.0,Dram
782,The Maze Runner,34000000.0,102427862.0,348319861.0,314319861.0,en,36.955,7.1,10626,3,2014,6.8,113.0,Acti
635,The Karate Kid,40000000.0,176591618.0,351774938.0,311774938.0,en,12.255999999999998,6.3,3140,2,2010,6.2,140.0,Acti
310,Kingsman: The Secret Service,94000000.0,128261724.0,404561724.0,310561724.0,en,26.103,7.6,10287,1,2015,7.7,129.0,Acti
311,Kingsman: The Secret Service,94000000.0,128261724.0,404561724.0,310561724.0,en,26.103,7.6,10287,1,2015,7.7,129.0,Acti
231,Rampage,120000000.0,101028233.0,428056280.0,308056280.0,en,24.238000000000003,6.2,3176,2,2018,6.1,107.0,Acti
457,Gone Girl,61000000.0,167767189.0,368567189.0,307567189.0,en,31.215,7.9,10459,4,2014,8.1,149.0,Dram
267,Kingsman: The Golden Circle,104000000.0,100234838.0,408803696.0,304803696.0,en,24.337,7.0,5531,3,2017,6.8,141.0,Acti
166,Tarzan,145000000.0,171091819.0,448191819.0,303191819.0,en,7.727,5.5,348,4,2013,4.8,94.0,Adve
350,The Greatest Showman,84000000.0,174340174.0,386665550.0,302665550.0,en,22.009,8.0,5197,4,2017,7.6,105.0,Biog
349,The Greatest Showman,84000000.0,174340174.0,386665550.0,302665550.0,en,22.009,8.0,5197,4,2017,7.6,105.0,Biog
244,The Wolverine,115000000.0,132556852.0,416456852.0,301456852.0,en,4.323,6.3,6176,3,2013,6.7,126.0,Acti
152,Thor,150000000.0,181030624.0,449326618.0,299326618.0,en,38.068000000000005,6.7,12764,2,2011,7.0,115.0,Acti
1012,Green Book,23000000.0,85080171.0,322034439.0,299034439.0,en,36.284,8.3,3499,4,2018,8.3,130.0,Biog
1059,The Conjuring,20000000.0,137400141.0,318000141.0,298000141.0,en,18.886,7.5,5912,3,2013,7.5,112.0,Horr
266,Ice Age: Collision Course,105000000.0,64063008.0,402156682.0,297156682.0,en,18.233,5.9,2430,3,2016,5.7,94.0,Adve
540,Peter Rabbit,50000000.0,115234093.0,347136477.0,297136477.0,en,15.974,6.5,650,1,2018,6.6,95.0,Adve
229,Jason Bourne,120000000.0,162192920.0,416168316.0,296168316.0,en,14.568,6.1,3611,3,2016,6.6,123.0,Acti
1335,The Fault in Our Stars,12000000.0,124872350.0,307166834.0,295166834.0,en,16.03,7.6,7236,2,2014,7.7,126.0,Dram
340,Hotel Transylvania,85000000.0,148313048.0,378505812.0,293505812.0,en,15.318,6.9,5013,3,2012,7.1,91.0,Anim
508,Murder on the Orient Express,55000000.0,102826543.0,345922730.0,290922730.0,en,15.937000000000001,6.7,5406,4,2017,6.5,114.0,Crim
509,Murder on the Orient Express,55000000.0,102826543.0,345922730.0,290922730.0,en,15.937000000000001,6.7,5406,4,2017,6.5,114.0,Crim
1225,Annabelle: Creation,15000000.0,102092201.0,305384865.0,290384865.0,en,21.245,6.5,3141,3,2017,6.5,109.0,Horr
49,Oz the Great and Powerful,200000000.0,234770996.0,490359051.0,290359051.0,en,13.377,5.8,4829,1,2013,6.3,130.0,Adve
277,The Wolf of Wall Street,100000000.0,116900694.0,389870414.0,289870414.0,en,29.518,7.9,12411,4,2013,8.2,180.0,Biog
1494,Dangal,9500000.0,12391761.0,294654618.0,285154618.0,hi,10.022,8.1,358,4,2016,8.5,161.0,Acti
1060,Wonder,20000000.0,132422809.0,304604712.0,284604712.0,en,20.101,8.2,3959,4,2017,8.0,113.0,Dram
1061,Wonder,20000000.0,132422809.0,304604712.0,284604712.0,en,20.101,8.2,3959,4,2017,8.0,113.0,Dram
535,22 Jump Street,50000000.0,191719337.0,331333876.0,281333876.0,en,11.175999999999998,6.9,5167,2,2014,7.0,112.0,Acti
586,Taken 3,48000000.0,89256424.0,327656424.0,279656424.0,en,27.679000000000002,6.1,3406,1,2015,6.0,108.0,Acti
404,The Angry Birds Movie,73000000.0,107509366.0,352327887.0,279327887.0,en,17.998,6.0,1851,2,2016,6.3,97.0,Acti
223,Prometheus,125000000.0,126477084.0,402448265.0,277448265.0,en,24.98,6.4,7384,2,2012,7.0,124.0,Adve
60,Star Trek Into Darkness,190000000.0,228778661.0,467381584.0,277381584.0,en,20.487,7.4,6182,2,2013,7.7,132.0,Acti
681,Resident Evil: The Final Chapter,40000000.0,26844692.0,314101190.0,274101190.0,en,0.8440000000000001,5.9,1859,1,2017,5.6,107.0,Acti
1639,Split,5000000.0,138141585.0,278964806.0,273964806.0,en,25.783,7.2,10375,3,2016,7.3,117.0,Horr
1641,Split,5000000.0,138141585.0,278964806.0,273964806.0,en,2.029,4.8,16,3,2016,7.3,117.0,Horr
1640,Split,5000000.0,138141585.0,278964806.0,273964806.0,en,2.454,5.0,5,2,2016,7.3,117.0,Horr
359,Alvin and the Chipmunks: Chipwrecked,80000000.0,133107389.0,349088523.0,269088523.0,en,12.672,5.5,1055,4,2011,4.4,87.0,Adve
387,Now You See Me,75000000.0,117723989.0,342769200.0,267769200.0,en,16.646,7.4,9871,2,2013,7.3,115.0,Crim
134,Warcraft,160000000.0,47225655.0,425522281.0,265522281.0,en,21.464000000000002,6.3,4071,2,2016,6.9,123.0,Acti
170,Ghostbusters,30000000.0,242212467.0,295212467.0,265212467.0,en,16.079,5.4,3780,3,2016,5.2,116.0,Acti
137,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.0,104386950.0,418186950.0,263186950.0,en,17.382,6.3,3196,4,2010,6.3,113.0,Adve
